,location_id,partner_id,product_id,year,export_value,import_value
0,236,7,103,2018,0.0,38897.0
1,236,32,103,2018,0.0,3167932.0
2,236,39,103,2018,0.0,222921.0
3,236,41,103,2018,0.0,10228.0
4,236,42,103,2018,1085.0,6783778.0
5,236,49,103,2018,11765.0,4724548.0
6,236,61,103,2018,0.0,2417.0
7,236,65,103,2018,0.0,2596.0
8,236,71,103,2018,0.0,133365.0
9,236,77,103,2018,0.0,378091.0
10,236,111,103,2018,0.0,229395.0
11,236,138,103,2018,0.0,137524502.0
12,236,153,103,2018,0.0,43861.0
13,236,173,103,2018,0.0,116978.0
14,236,224,103,2018,0.0,6658540.0
15,236,230,103,2018,0.0,107115.0
16,236,231,103,2018,33197.0,959135.0
17,236,228,103,2018,0.0,31875.0
18,236,0,103,2018,77009.0,26493.0
19,236,28,103,2018,0.0,2172703.0
20,236,68,103,2018,0.0,257595.0
21,236,8,117,2018,18124.0,0.0
22,236,18,117,2018,748412.0,157502.0
23,236,32,117,2018,0.0,1459436.0
24,236,39,117,2018,28885.0,0.0
25,236,41,117,2018,1018630.0,8095.0
26,236,42,117,2018,120834.0,0.0
27,236,43,117,2018,0.0,20564.0
28,236,49,117,2018,350670.0,6008658.0
29,236,52,117,2018,26484.0,0.0
30,236,61,117,2018,684727.0,56646.0
31,236,65,117,2018,9293.0,31496.0
32,236,67,117,2018,64287.0,0.0
33,236,71,117,2018,1404962.0,20163.0
34,236,77,117,2018,1006568.0,1596.0
35,236,81,117,2018,153539.0,0.0
36,236,103,117,2018,833742.0,0.0
37,236,111,117,2018,584114.0,32899.0
38,236,114,117,2018,8082431.0,0.0
39,236,121,117,2018,24950.0,0.0
40,236,153,117,2018,1113674.0,0.0
41,236,162,117,2018,2913062.0,77278.0
42,236,173,117,2018,86506.0,0.0
43,236,224,117,2018,26964.0,67753.0
44,236,231,117,2018,4283367.0,35977.0
45,236,249,117,2018,2282.0,0.0
46,236,59,117,2018,1353.0,0.0
47,236,14,117,2018,5343.0,0.0
48,236,186,117,2018,135216.0,0.0
49,236,31,117,2018,291712.0,0.0
50,236,72,117,2018,608634.0,0.0
51,236,28,117,2018,153429.0,0.0
52,236,18,118,2018,0.0,2651.0
53,236,32,118,2018,0.0,7506222.0
54,236,42,118,2018,18384.0,4391102.0
55,236,49,118,2018,19493.0,961097.0
56,236,61,118,2018,2206.0,16247.0
57,236,64,118,2018,0.0,59833.0
58,236,65,118,2018,365364.0,0.0
59,236,71,118,2018,31128.0,83359.0
60,236,77,118,2018,0.0,7191.0
61,236,81,118,2018,0.0,152281.0
62,236,99,118,2018,9278.0,0.0
63,236,103,118,2018,0.0,123206.0
64,236,104,118,2018,0.0,209198.0
65,236,111,118,2018,0.0,2296258.0
66,236,138,118,2018,0.0,46861084.0
67,236,162,118,2018,0.0,2561873.0
68,236,173,118,2018,19832.0,1546136.0
69,236,205,118,2018,0.0,25595.0
70,236,224,118,2018,0.0,29137895.0
71,236,231,118,2018,165001.0,770732.0
72,236,124,118,2018,0.0,59464.0
73,236,228,118,2018,0.0,77331.0
74,236,186,118,2018,0.0,6713.0
75,236,28,118,2018,0.0,33155.0
76,236,68,118,2018,0.0,691192.0
77,236,8,119,2018,36055.0,0.0
78,236,18,119,2018,0.0,329574.0
79,236,32,119,2018,0.0,421105.0
80,236,42,119,2018,6469.0,4825343.0
81,236,43,119,2018,0.0,414958.0
82,236,49,119,2018,27847.0,127220.0
83,236,52,119,2018,0.0,25163.0
84,236,61,119,2018,62621.0,130310.0
85,236,67,119,2018,0.0,237316.0
86,236,71,119,2018,444989.0,2229015.0
87,236,77,119,2018,0.0,11724.0
88,236,90,119,2018,0.0,62373.0
89,236,111,119,2018,0.0,1653968.0
90,236,138,119,2018,0.0,550047.0
91,236,162,119,2018,321561.0,217433.0
92,236,173,119,2018,0.0,1262300.0
93,236,179,119,2018,0.0,26610.0
94,236,224,119,2018,0.0,3456419.0
95,236,231,119,2018,380546.0,350405.0
96,236,249,119,2018,0.0,87432.0
97,236,124,119,2018,0.0,229991.0
98,236,110,119,2018,1000871.0,0.0
99,236,228,119,2018,71310.0,0.0
100,236,134,119,2018,0.0,29918.0
101,236,239,119,2018,0.0,103814.0
102,236,0,119,2018,8137.0,0.0
103,236,8,137,2018,35512.0,0.0
104,236,15,137,2018,1357.0,100062.0
105,236,18,137,2018,0.0,45662.0
106,236,32,137,2018,3768.0,1398292.0
107,236,39,137,2018,0.0,15186.0
108,236,41,137,2018,0.0,247807.0
109,236,42,137,2018,130127.0,110165.0
110,236,43,137,2018,107354.0,16899984.0
111,236,49,137,2018,2322232.0,7786959.0
112,236,52,137,2018,5361.0,0.0
113,236,61,137,2018,0.0,923010.0
114,236,64,137,2018,0.0,5671025.0
115,236,65,137,2018,24455.0,91087.0
116,236,67,137,2018,77571.0,18163.0
117,236,71,137,2018,3096.0,735191.0
118,236,77,137,2018,1287.0,319730.0
119,236,81,137,2018,0.0,213807.0
120,236,90,137,2018,0.0,17578.0
121,236,93,137,2018,30780.0,1197055.0
122,236,97,137,2018,0.0,7958.0
123,236,102,137,2018,0.0,4396.0
124,236,103,137,2018,0.0,13226.0
125,236,104,137,2018,0.0,3144720.0
126,236,106,137,2018,0.0,54708.0
127,236,111,137,2018,252640.0,1776864.0
128,236,114,137,2018,0.0,3417407.0
129,236,121,137,2018,554024.0,2659263.0
130,236,138,137,2018,0.0,9877.0
131,236,153,137,2018,2900.0,16399.0
132,236,162,137,2018,0.0,1031416.0
133,236,163,137,2018,0.0,2059.0
134,236,173,137,2018,1384192.0,54436.0
135,236,174,137,2018,0.0,208378.0
136,236,177,137,2018,0.0,25432.0
137,236,179,137,2018,0.0,5493.0
138,236,180,137,2018,0.0,56500.0
139,236,188,137,2018,0.0,90846.0
140,236,192,137,2018,0.0,2417994.0
141,236,197,137,2018,0.0,5534.0
142,236,205,137,2018,0.0,13280.0
143,236,208,137,2018,0.0,164874.0
144,236,216,137,2018,0.0,467510.0
145,236,224,137,2018,0.0,66497.0
146,236,230,137,2018,60606.0,4682.0
147,236,231,137,2018,145064.0,36275063.0
148,236,246,137,2018,0.0,59658.0
149,236,59,137,2018,0.0,41518.0
150,236,25,137,2018,205638.0,0.0
151,236,110,137,2018,0.0,74000.0
152,236,186,137,2018,0.0,11653.0
153,236,31,137,2018,82131.0,0.0
154,236,239,137,2018,0.0,11911.0
155,236,167,137,2018,0.0,69856.0
156,236,7,188,2018,4315.0,965951.0
157,236,15,188,2018,8968.0,486412.0
158,236,18,188,2018,2413.0,23565.0
159,236,23,188,2018,0.0,4129.0
160,236,32,188,2018,9697.0,1751848.0
161,236,39,188,2018,2834.0,702641.0
162,236,41,188,2018,22579.0,144888.0
163,236,42,188,2018,146941.0,22769.0
164,236,43,188,2018,0.0,49646810.0
165,236,49,188,2018,383347.0,584068.0
166,236,52,188,2018,19507.0,1147595.0
167,236,61,188,2018,51960.0,4408463.0
168,236,64,188,2018,0.0,111030.0
169,236,65,188,2018,29149.0,49911.0
170,236,67,188,2018,87654.0,44866.0
171,236,71,188,2018,4703.0,4858648.0
172,236,74,188,2018,0.0,1847411.0
173,236,77,188,2018,22139.0,975043.0
174,236,81,188,2018,0.0,565125.0
175,236,90,188,2018,0.0,17320.0
176,236,93,188,2018,14896.0,4580.0
177,236,96,188,2018,8479.0,0.0
178,236,97,188,2018,0.0,254484.0
179,236,102,188,2018,0.0,11729.0
180,236,103,188,2018,1403.0,0.0
181,236,104,188,2018,9830.0,331639.0
182,236,111,188,2018,36984.0,3367489.0
183,236,114,188,2018,0.0,462986.0
184,236,121,188,2018,20989.0,134693.0
185,236,138,188,2018,0.0,309544.0
186,236,153,188,2018,2186.0,65094.0
187,236,162,188,2018,133707.0,1421467.0
188,236,173,188,2018,9263.0,41310.0
189,236,177,188,2018,0.0,5526.0
190,236,179,188,2018,0.0,1697.0
191,236,192,188,2018,1381.0,70658.0
192,236,205,188,2018,24917.0,17660.0
193,236,207,188,2018,3499.0,0.0
194,236,208,188,2018,43952.0,103364.0
195,236,216,188,2018,0.0,63269.0
196,236,224,188,2018,0.0,75618.0
197,236,230,188,2018,3773.0,19978.0
198,236,231,188,2018,104018.0,53704810.0
199,236,246,188,2018,0.0,34462.0
200,236,249,188,2018,3051.0,15113.0
201,236,59,188,2018,0.0,72708.0
202,236,168,188,2018,0.0,9865.0
203,236,110,188,2018,0.0,72000.0
204,236,228,188,2018,0.0,3935.0
205,236,14,188,2018,11967.0,0.0
206,236,186,188,2018,0.0,779292.0
207,236,31,188,2018,1278.0,0.0
208,236,159,188,2018,3038.0,0.0
209,236,0,188,2018,42178.0,0.0
210,236,28,188,2018,0.0,6010.0
211,236,7,196,2018,1296.0,0.0
212,236,8,196,2018,0.0,59460768.0
213,236,15,196,2018,0.0,3230298.0
214,236,24,196,2018,4090.0,0.0
215,236,32,196,2018,0.0,45892.0
216,236,39,196,2018,0.0,593248.0
217,236,41,196,2018,0.0,8157348.0
218,236,43,196,2018,52317.0,436981.0
219,236,49,196,2018,223899.0,115032.0
220,236,61,196,2018,95307.0,2582646.0
221,236,64,196,2018,0.0,7754.0
222,236,67,196,2018,375502.0,39496.0
223,236,71,196,2018,2292084.0,13368918.0
224,236,77,196,2018,45998.0,831486.0
225,236,81,196,2018,26002.0,189812.0
226,236,97,196,2018,47398.0,93459.0
227,236,104,196,2018,0.0,4602.0
228,236,111,196,2018,116343.0,369793.0
229,236,112,196,2018,0.0,11368.0
230,236,114,196,2018,1259239.0,122182.0
231,236,121,196,2018,0.0,19548.0
232,236,122,196,2018,1948.0,0.0
233,236,138,196,2018,38623564.0,143290624.0
234,236,153,196,2018,13411.0,63601.0
235,236,160,196,2018,12179.0,1000.0
236,236,162,196,2018,0.0,775495.0
237,236,173,196,2018,14081.0,0.0
238,236,188,196,2018,11699.0,22553.0
239,236,192,196,2018,0.0,86168.0
240,236,197,196,2018,0.0,2101.0
241,236,205,196,2018,11107.0,0.0
242,236,208,196,2018,0.0,52838.0
243,236,224,196,2018,0.0,42241.0
244,236,231,196,2018,7744868.0,106630024.0
245,236,246,196,2018,0.0,2422.0
246,236,249,196,2018,3582.0,47337.0
247,236,124,196,2018,21028.0,0.0
248,236,110,196,2018,71319.0,0.0
249,236,186,196,2018,0.0,40798.0
250,236,31,196,2018,28147.0,2753.0
251,236,239,196,2018,2264.0,6096.0
252,236,0,196,2018,0.0,64363.0
253,236,100,196,2018,1468.0,0.0
254,236,167,196,2018,0.0,3037.0
255,236,4,196,2018,140517.0,0.0
256,236,32,116,2018,0.0,130835310.0
257,236,41,116,2018,0.0,9366.0
258,236,42,116,2018,2333.0,1425210.0
259,236,43,116,2018,0.0,118938.0
260,236,49,116,2018,0.0,25169149.0
261,236,61,116,2018,5767.0,94137.0
262,236,65,116,2018,0.0,23977.0
263,236,71,116,2018,0.0,588244.0
264,236,93,116,2018,0.0,23965111.0
265,236,104,116,2018,0.0,62845.0
266,236,111,116,2018,0.0,59197.0
267,236,114,116,2018,11244.0,0.0
268,236,138,116,2018,0.0,7917932.0
269,236,160,116,2018,0.0,1106485.0
270,236,162,116,2018,0.0,77634.0
271,236,197,116,2018,0.0,614774.0
272,236,205,116,2018,0.0,8987.0
273,236,216,116,2018,0.0,156780.0
274,236,224,116,2018,0.0,1785910.0
275,236,231,116,2018,11691.0,1257168.0
